0 ['98', '118', '9', '157', '207', '187', '196', '205', '12', '48', '62', '50', '5', '32', '52', '184', '14', '148', '79', '61', '76', '65', '172', '117', '95', '136', '6', '163', '195', '220', '107', '189', '132', '202', '16', '219', '58', '2', '155', '7', '143', '35', '49', '25', '81', '66', '214', '147', '171', '91']
4732 ['185', '82', '201', '168', '220', '28', '129', '151', '124', '233', '177', '118', '83', '191', '86', '58', '198', '229', '133', '30', '91', '136', '24', '37', '184', '135', '71', '21', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '230', '55', '43']
4733 ['185', '82', '201', '168', '220', '28', '129', '151', '124', '233', '177', '118', '83', '191', '86', '58', '198', '229', '133', '30', '91', '136', '24', '37', '184', '135', '71', '21', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '230', '55', '43']
4734 ['185', '82', '201', '168', '220', '28', '129', '151', '124', '233', '177', '118', '83', '191', '86', '58', '198', '229', '133', '30', '91', '136', '24', '37', '184', '135', '71', '21', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '230', '55', '43']
4735 ['185', '82', '201', '168', '220', '28', '129', '151', '124', '233', '177', '118', '83', '191', '86', '58', '198', '229', '133', '30', '91', '136', '24', '37', '184', '135', '71', '21', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '230', '55', '43']
4736 ['185', '82', '201', '168', '220', '28', '129', '151', '124', '233', '177', '118', '83', '191', '86', '58', '198', '229', '133', '30', '91', '136', '24', '37', '184', '135', '71', '21', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '230', '55', '43']
4737 ['185', '82', '201', '168', '220', '28', '129', '151', '124', '233', '177', '118', '83', '191', '86', '58', '198', '229', '133', '30', '91', '136', '24', '37', '184', '135', '71', '21', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '230', '55', '43']
4738 ['185', '82', '201', '168', '220', '28', '129', '151', '124', '233', '177', '118', '83', '191', '86', '58', '198', '229', '133', '30', '91', '136', '24', '37', '184', '135', '71', '21', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '230', '55', '43']
4739 ['185', '82', '201', '168', '220', '28', '129', '151', '124', '233', '177', '118', '83', '191', '86', '58', '198', '229', '133', '30', '91', '136', '24', '37', '184', '135', '71', '21', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '230', '55', '43']
4740 ['185', '82', '201', '168', '220', '28', '129', '151', '124', '233', '177', '118', '83', '191', '86', '58', '198', '229', '133', '30', '91', '136', '24', '37', '184', '135', '71', '21', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '230', '55', '43']
4741 ['185', '82', '201', '168', '220', '28', '129', '151', '124', '233', '177', '118', '83', '191', '86', '58', '198', '229', '133', '30', '91', '136', '24', '37', '184', '135', '71', '21', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '230', '55', '43']
4752 ['185', '82', '201', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '21', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '230', '55', '198', '24', '151', '9']
4753 ['185', '82', '201', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '21', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '230', '55', '198', '24', '151', '9']
4754 ['185', '82', '201', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '21', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '230', '55', '198', '24', '151', '9']
4755 ['185', '82', '201', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '21', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '230', '55', '198', '24', '151', '9']
4756 ['185', '82', '201', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '21', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '230', '55', '198', '24', '151', '9']
4757 ['185', '82', '201', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '55', '198', '24', '151', '230', '21', '226']
4758 ['185', '82', '201', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '55', '198', '24', '151', '230', '21', '226']
4759 ['185', '82', '201', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '55', '198', '24', '151', '230', '21', '226']
4760 ['185', '82', '201', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '55', '198', '24', '151', '230', '21', '226']
4761 ['185', '82', '201', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '55', '198', '24', '151', '230', '21', '226']
4762 ['185', '82', '201', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '55', '198', '24', '151', '230', '21', '226']
4763 ['185', '82', '201', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '55', '198', '24', '151', '230', '21', '226']
4764 ['185', '82', '201', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '55', '198', '24', '151', '230', '21', '226']
4765 ['185', '82', '201', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '55', '198', '24', '151', '230', '21', '226']
4766 ['185', '82', '201', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '55', '198', '24', '151', '230', '21', '226']
4767 ['185', '82', '201', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '195', '189', '31', '74', '1', '121', '144', '210', '4', '55', '198', '24', '151', '230', '21', '226']
4778 ['82', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '189', '31', '74', '1', '121', '144', '210', '4', '198', '24', '151', '230', '21', '195', '201', '185', '55', '15']
4779 ['82', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '189', '31', '74', '1', '121', '144', '210', '4', '198', '24', '151', '230', '21', '195', '201', '185', '55', '15']
4780 ['82', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '189', '31', '74', '1', '121', '144', '210', '4', '198', '24', '151', '230', '21', '195', '201', '185', '55', '15']
4781 ['82', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '189', '31', '74', '1', '121', '144', '210', '4', '198', '24', '151', '230', '21', '195', '201', '185', '55', '15']
4782 ['82', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '189', '31', '74', '1', '121', '144', '210', '4', '198', '24', '151', '230', '21', '195', '201', '185', '55', '15']
4783 ['82', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '189', '31', '74', '1', '121', '144', '210', '4', '198', '24', '151', '230', '21', '195', '201', '185', '55', '15']
4784 ['82', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '189', '31', '74', '1', '121', '144', '210', '4', '198', '24', '151', '230', '21', '195', '201', '185', '55', '15']
4785 ['82', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '189', '31', '74', '1', '121', '144', '210', '4', '198', '24', '151', '230', '21', '195', '201', '185', '55', '15']
4786 ['82', '168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '232', '61', '66', '141', '189', '31', '74', '1', '121', '144', '210', '4', '198', '24', '151', '230', '21', '195', '201', '185', '55', '15']
4787 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '61', '66', '141', '31', '74', '1', '121', '144', '210', '4', '198', '24', '151', '230', '21', '195', '201', '185', '55', '82', '232', '189', '224']
4788 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '61', '66', '141', '31', '74', '1', '121', '144', '210', '4', '198', '24', '151', '230', '21', '195', '201', '185', '55', '82', '232', '189', '224']
4789 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '61', '66', '141', '31', '74', '1', '121', '144', '210', '4', '198', '24', '151', '230', '21', '195', '201', '185', '55', '82', '232', '189', '224']
4790 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '61', '66', '141', '31', '74', '1', '121', '144', '210', '4', '198', '24', '151', '230', '21', '195', '201', '185', '55', '82', '232', '189', '224']
4791 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '61', '66', '141', '31', '74', '1', '121', '144', '210', '4', '198', '24', '151', '230', '21', '195', '201', '185', '55', '82', '232', '189', '224']
4792 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '61', '66', '141', '31', '74', '1', '121', '144', '210', '4', '198', '24', '151', '230', '21', '195', '201', '185', '55', '82', '232', '189', '224']
4793 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '61', '66', '141', '31', '74', '1', '121', '144', '210', '4', '198', '24', '151', '230', '21', '195', '201', '185', '55', '82', '232', '189', '224']
4794 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '61', '66', '141', '31', '74', '1', '121', '144', '210', '4', '198', '24', '151', '230', '21', '195', '201', '185', '55', '82', '232', '189', '224']
4795 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '61', '66', '141', '31', '74', '1', '121', '144', '210', '4', '198', '24', '151', '230', '21', '195', '201', '185', '55', '82', '232', '189', '224']
4796 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '61', '66', '141', '31', '74', '1', '121', '144', '210', '4', '198', '24', '151', '230', '21', '195', '201', '185', '55', '82', '232', '189', '224']
4797 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '51', '90', '61', '66', '141', '31', '74', '1', '121', '144', '210', '4', '198', '24', '151', '230', '21', '195', '201', '185', '55', '82', '232', '189', '224']
4808 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '4', '198', '24', '151', '230', '21', '195', '185', '55', '82', '232', '201', '51', '210', '189', '143']
4809 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '4', '198', '24', '151', '230', '21', '195', '185', '55', '82', '232', '201', '51', '210', '189', '143']
4810 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '4', '198', '24', '151', '230', '21', '195', '185', '55', '82', '232', '201', '51', '210', '189', '143']
4811 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '4', '198', '24', '151', '230', '21', '195', '185', '55', '82', '232', '201', '51', '210', '189', '143']
4812 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '4', '198', '24', '151', '230', '21', '195', '185', '55', '82', '232', '201', '51', '210', '189', '143']
4813 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '4', '198', '24', '151', '230', '21', '195', '185', '55', '82', '232', '201', '51', '210', '189', '143']
4814 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '4', '198', '24', '151', '230', '21', '195', '185', '55', '82', '232', '201', '51', '210', '189', '143']
4815 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '4', '198', '24', '151', '230', '21', '195', '185', '55', '82', '232', '201', '51', '210', '189', '143']
4816 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '4', '198', '24', '151', '230', '21', '195', '185', '55', '82', '232', '201', '51', '210', '189', '143']
4817 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '4', '198', '24', '151', '230', '21', '195', '185', '55', '82', '232', '201', '51', '210', '189', '143']
4828 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '71', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '24', '151', '21', '195', '185', '55', '82', '232', '201', '51', '210', '189', '230', '4', '125']
4829 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '24', '151', '21', '195', '185', '82', '232', '201', '51', '210', '189', '230', '4', '55', '71', '63']
4830 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '24', '151', '21', '195', '185', '82', '232', '201', '51', '210', '189', '230', '4', '55', '71', '63']
4831 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '24', '151', '21', '195', '185', '82', '232', '201', '51', '210', '189', '230', '4', '55', '71', '224']
4832 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '24', '151', '21', '195', '185', '82', '232', '201', '51', '210', '189', '230', '4', '55', '71', '224']
4833 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '24', '151', '21', '195', '185', '82', '232', '201', '51', '210', '189', '230', '4', '55', '71', '224']
4834 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '24', '151', '21', '195', '185', '82', '232', '201', '51', '210', '189', '230', '4', '55', '71', '224']
4835 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '24', '151', '21', '195', '185', '82', '232', '201', '51', '210', '189', '230', '4', '55', '71', '224']
4836 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '24', '151', '21', '195', '185', '82', '232', '201', '51', '210', '189', '230', '4', '55', '71', '224']
4837 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '24', '151', '21', '195', '185', '82', '232', '201', '51', '210', '189', '230', '4', '55', '71', '224']
4838 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '24', '151', '21', '195', '185', '82', '232', '201', '51', '210', '189', '230', '4', '55', '71', '224']
4839 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '24', '151', '21', '195', '185', '82', '232', '201', '51', '210', '189', '230', '4', '55', '71', '224']
4840 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '24', '151', '21', '195', '185', '82', '232', '201', '51', '210', '189', '230', '4', '55', '71', '224']
4841 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '136', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '24', '151', '21', '195', '185', '82', '232', '201', '51', '210', '189', '230', '4', '55', '71', '224']
4852 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '24', '151', '21', '195', '185', '82', '232', '201', '210', '189', '230', '4', '55', '71', '136', '51', '57']
4853 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '24', '151', '21', '195', '185', '82', '232', '201', '210', '189', '230', '4', '55', '71', '136', '51', '57']
4854 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '24', '151', '21', '195', '185', '82', '232', '201', '210', '189', '230', '4', '55', '71', '136', '51', '57']
4855 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '24', '151', '21', '195', '185', '82', '232', '201', '210', '189', '230', '4', '55', '71', '136', '51', '57']
4856 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '24', '151', '21', '195', '185', '82', '232', '201', '210', '189', '230', '4', '55', '71', '136', '51', '57']
4857 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '24', '151', '21', '195', '185', '82', '232', '201', '210', '189', '230', '4', '55', '71', '136', '51', '57']
4858 ['168', '220', '28', '129', '124', '233', '177', '118', '83', '191', '86', '58', '229', '133', '30', '91', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '24', '151', '21', '195', '185', '82', '232', '201', '210', '189', '230', '4', '55', '71', '136', '51', '57']
4859 ['168', '220', '28', '129', '124', '233', '177', '118', '191', '86', '58', '229', '133', '30', '91', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '21', '195', '185', '82', '232', '201', '210', '189', '230', '4', '55', '71', '136', '51', '151', '83', '24', '152']
4860 ['168', '220', '28', '129', '124', '233', '177', '118', '191', '86', '58', '229', '133', '30', '91', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '21', '195', '185', '82', '232', '201', '210', '189', '230', '4', '55', '71', '136', '51', '151', '83', '24', '152']
4861 ['168', '220', '28', '129', '124', '233', '177', '118', '191', '86', '58', '229', '133', '30', '91', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '21', '195', '185', '82', '232', '201', '210', '189', '230', '4', '55', '71', '136', '51', '151', '83', '24', '152']
4862 ['168', '220', '28', '129', '124', '233', '177', '118', '191', '86', '58', '229', '133', '30', '91', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '21', '195', '185', '82', '232', '201', '210', '189', '230', '4', '55', '71', '136', '51', '151', '83', '24', '152']
4863 ['168', '220', '28', '129', '124', '233', '177', '118', '191', '86', '58', '229', '133', '30', '91', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '21', '195', '185', '82', '232', '201', '210', '189', '230', '4', '55', '71', '136', '51', '151', '83', '24', '152']
4864 ['168', '220', '28', '129', '124', '233', '177', '118', '191', '86', '58', '229', '133', '30', '91', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '21', '195', '185', '82', '232', '201', '210', '189', '230', '4', '55', '71', '136', '51', '151', '83', '24', '152']
4865 ['168', '220', '28', '129', '124', '233', '177', '118', '191', '86', '58', '229', '133', '30', '91', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '21', '195', '185', '232', '201', '210', '189', '230', '4', '55', '71', '136', '51', '151', '83', '24', '82', '203']
4866 ['168', '220', '28', '129', '124', '233', '177', '118', '191', '86', '58', '229', '133', '30', '91', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '21', '195', '185', '232', '201', '210', '189', '230', '4', '55', '71', '136', '51', '151', '83', '24', '82', '203']
4867 ['168', '220', '28', '129', '124', '233', '177', '118', '191', '86', '58', '229', '133', '30', '91', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '21', '195', '185', '232', '201', '210', '189', '230', '4', '55', '71', '136', '51', '151', '83', '24', '82', '203']
4868 ['168', '220', '28', '129', '124', '233', '177', '118', '191', '86', '58', '229', '133', '30', '91', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '21', '195', '185', '232', '201', '210', '189', '230', '4', '55', '71', '136', '51', '151', '83', '24', '82', '203']
4869 ['168', '220', '28', '129', '124', '233', '177', '118', '191', '86', '58', '229', '133', '30', '91', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '21', '195', '185', '232', '201', '210', '189', '230', '4', '55', '71', '136', '51', '151', '83', '24', '82', '203']
4870 ['168', '220', '28', '129', '124', '233', '177', '118', '191', '86', '58', '229', '133', '30', '91', '37', '184', '135', '52', '216', '48', '96', '90', '61', '66', '141', '31', '74', '1', '121', '144', '198', '21', '195', '185', '232', '201', '210', '189', '230', '4', '55', '71', '136', '51', '151', '83', '24', '82', '117']
